"horas_luz","temperatura","humedad","humedad_suelo","etiqueta"
0.48,0.74,0.75,0.66,14
0.6,0.75,0.75,0.65,17
0.11,0.74,0.74,0.66,14
0.66,0.75,0.75,0.66,17
0.62,0.74,0.75,0.66,17
0.71,0.74,0.74,0.65,17
0.59,0.74,0.75,0.66,17
0.14,0.75,0.75,0.66,14
0.74,0.75,0.75,0.66,17
0.51,0.74,0.75,0.66,17
0.23,0.74,0.75,0.65,14
0.12,0.74,0.75,0.66,14
0.78,0.74,0.75,0.66,17
0.58,0.74,0.75,0.66,17
0.28,0.74,0.75,0.66,14
0.42,0.74,0.75,0.66,14
0.37,0.75,0.75,0.66,14
0.4,0.74,0.75,0.66,14
0.27,0.74,0.75,0.66,14
0.54,0.75,0.75,0.66,17
0.37,0.74,0.75,0.66,14
0.31,0.74,0.74,0.66,14
0.49,0.74,0.75,0.66,14
0.57,0.74,0.75,0.64,17
0.62,0.74,0.75,0.65,17
0.74,0.74,0.75,0.65,17
0.38,0.74,0.75,0.65,14
0.52,0.74,0.75,0.65,17
0.21,0.74,0.75,0.65,14
0.65,0.74,0.75,0.65,17
0.16,0.75,0.75,0.64,14
0.55,0.74,0.75,0.65,17
0.4,0.74,0.75,0.65,14
0.07,0.74,0.75,0.64,14
0.35,0.75,0.75,0.65,14
0.29,0.74,0.74,0.65,14
0.46,0.75,0.75,0.65,14
0.75,0.74,0.75,0.65,17
0.04,0.74,0.75,0.65,14
0.27,0.74,0.75,0.64,14
0.75,0.75,0.74,0.65,17
0.22,0.74,0.74,0.65,14
0.57,0.75,0.75,0.65,17
0.58,0.74,0.75,0.64,17
0.27,0.74,0.74,0.65,14
0.67,0.74,0.75,0.64,17
0.68,0.74,0.74,0.65,17
0.58,0.75,0.74,0.65,17
0.03,0.74,0.74,0.64,14
0.72,0.74,0.74,0.65,17
0.05,0.75,0.74,0.65,14
0.66,0.74,0.74,0.65,17
0.46,0.74,0.75,0.65,14
0.12,0.75,0.75,0.66,14
0.73,0.75,0.75,0.65,17
0.68,0.75,0.75,0.66,17
0.05,0.74,0.75,0.65,14
0.1,0.75,0.75,0.66,14
0.26,0.75,0.75,0.66,14
0.07,0.74,0.75,0.66,14
0.15,0.75,0.75,0.66,14
0.64,0.74,0.75,0.65,17
0.54,0.75,0.75,0.65,17
0.12,0.75,0.75,0.65,14
0.63,0.74,0.74,0.65,17
0.18,0.75,0.75,0.66,14
0.33,0.75,0.75,0.65,14
0.72,0.74,0.75,0.65,17
0.58,0.74,0.75,0.65,17
0.03,0.74,0.75,0.65,14
0.06,0.74,0.75,0.66,14
0.11,0.75,0.75,0.65,14
0.67,0.74,0.75,0.66,17
0.64,0.75,0.75,0.66,17
0.09,0.75,0.75,0.66,14
0.5,0.75,0.75,0.66,17
0.59,0.74,0.74,0.66,17
0,0.74,0.74,0.66,14
0.12,0.74,0.74,0.66,14
0.47,0.74,0.74,0.66,14
0.68,0.75,0.74,0.66,17
0.53,0.75,0.75,0.66,17
0.47,0.75,0.74,0.66,14
0.06,0.74,0.74,0.66,14
0.7,0.74,0.75,0.66,17
0.3,0.75,0.74,0.66,14
0.41,0.74,0.74,0.66,14
0.09,0.74,0.74,0.66,14
0.1,0.74,0.74,0.65,14
0.13,0.75,0.74,0.66,14
0.1,0.75,0.74,0.66,14
0.26,0.75,0.74,0.66,14
0.64,0.75,0.74,0.66,17
0.36,0.75,0.74,0.66,14
0.48,0.74,0.74,0.66,14
0.28,0.74,0.74,0.66,14
0.38,0.74,0.74,0.65,14
0.51,0.75,0.73,0.66,17
0.51,0.75,0.74,0.66,17
0.27,0.75,0.74,0.66,14
0.52,0.74,0.74,0.65,17
0.75,0.75,0.73,0.66,17
0.61,0.75,0.74,0.66,17
0.05,0.75,0.73,0.66,14
0.33,0.75,0.73,0.66,14
0.29,0.74,0.74,0.66,14
0.38,0.75,0.73,0.66,14
0.41,0.74,0.73,0.66,14
0.63,0.75,0.73,0.66,17
0.23,0.75,0.73,0.66,14
0.06,0.74,0.73,0.66,14
0.29,0.75,0.73,0.66,14
0.4,0.75,0.73,0.66,14
0.48,0.75,0.73,0.66,14
0.73,0.75,0.73,0.66,17
0.24,0.75,0.73,0.66,14
0.41,0.75,0.74,0.66,14
0.39,0.75,0.73,0.66,14
0.63,0.75,0.74,0.66,17
0.56,0.74,0.73,0.65,17
0.46,0.75,0.73,0.66,14
0.76,0.74,0.73,0.66,17
0.04,0.75,0.73,0.66,14
0.08,0.74,0.73,0.65,14
0.27,0.75,0.73,0.66,14
0.35,0.74,0.73,0.66,14
0.2,0.75,0.73,0.66,14
0.5,0.75,0.73,0.66,17
0.71,0.75,0.73,0.65,17
0.16,0.75,0.73,0.66,14
0.64,0.74,0.73,0.66,17
0.06,0.75,0.73,0.66,14
0.03,0.75,0.73,0.66,14
0.69,0.75,0.73,0.65,17
0.66,0.75,0.73,0.66,17
0.28,0.75,0.73,0.66,14
0.49,0.75,0.73,0.66,14
0.73,0.75,0.73,0.65,17
0.14,0.75,0.73,0.66,14
0.08,0.75,0.73,0.66,14
0.54,0.75,0.73,0.66,17
0.15,0.75,0.72,0.66,14
0.53,0.75,0.73,0.66,17
0.64,0.75,0.73,0.66,17
0.69,0.75,0.73,0.66,17
0.32,0.75,0.73,0.66,14
0.42,0.75,0.73,0.66,14
0.01,0.75,0.73,0.66,14
0.19,0.75,0.73,0.66,14
0.52,0.75,0.73,0.66,17
0.59,0.75,0.73,0.66,17
0.41,0.75,0.73,0.66,14
0.58,0.75,0.73,0.66,17
0.55,0.75,0.73,0.66,17
0.35,0.75,0.73,0.66,14
0.12,0.75,0.73,0.66,14
0.03,0.75,0.73,0.65,14
0,0.75,0.73,0.66,14
0.57,0.75,0.73,0.66,17
0.36,0.75,0.73,0.66,14
0.19,0.75,0.74,0.66,14
0.24,0.74,0.74,0.65,14
0.08,0.75,0.74,0.66,14
0.52,0.75,0.74,0.66,17
0.16,0.73,0.72,0.66,8
0.7,0.75,0.73,0.65,17
0.54,0.75,0.73,0.65,17
0.26,0.75,0.73,0.66,14
0.13,0.75,0.73,0.66,14
0.44,0.75,0.73,0.66,14
0.3,0.75,0.73,0.66,14
0.31,0.75,0.73,0.66,14
0.67,0.75,0.73,0.66,17
0.78,0.75,0.73,0.66,17
0.02,0.75,0.73,0.66,14
0.07,0.75,0.73,0.65,14
0.43,0.75,0.73,0.66,14
0.57,0.75,0.73,0.67,17
0.56,0.74,0.73,0.67,17
0.61,0.75,0.73,0.67,17
0.34,0.75,0.73,0.67,14
0.63,0.75,0.74,0.67,17
0.61,0.75,0.74,0.67,17
0.47,0.75,0.73,0.67,14
0.78,0.75,0.73,0.67,17
0.72,0.75,0.74,0.65,17
0.27,0.75,0.74,0.65,14
0.32,0.74,0.74,0.66,14
0.12,0.75,0.74,0.66,14
0.2,0.75,0.73,0.65,14
0.68,0.75,0.73,0.66,17
0.25,0.75,0.73,0.66,14
0.47,0.74,0.73,0.66,14
0.77,0.75,0.73,0.66,17
0.72,0.75,0.73,0.66,17
0.06,0.75,0.74,0.66,14
0.37,0.75,0.73,0.66,14
0.79,0.75,0.73,0.66,17
0.35,0.75,0.74,0.65,14
0.34,0.75,0.73,0.66,14
0.65,0.75,0.74,0.65,17
0.23,0.75,0.74,0.66,14
0.06,0.75,0.73,0.65,14
0.32,0.74,0.74,0.65,14
0.56,0.73,0.73,0.65,19
0.1,0.75,0.73,0.66,14
0.52,0.73,0.72,0.65,17
0.07,0.75,0.73,0.66,14
0.18,0.75,0.73,0.66,14
0.6,0.75,0.73,0.65,17
0.17,0.75,0.73,0.66,14
0.15,0.75,0.73,0.66,14
0.55,0.75,0.72,0.65,17
0.76,0.75,0.73,0.66,17
0.45,0.75,0.73,0.66,14
0.58,0.75,0.72,0.66,17
0.45,0.75,0.72,0.66,14
0.48,0.75,0.72,0.66,14
0.44,0.75,0.72,0.66,14
0.05,0.75,0.72,0.66,14
0.3,0.75,0.72,0.66,14
0.47,0.75,0.72,0.66,14
0.18,0.75,0.72,0.65,14
0.11,0.75,0.73,0.66,14
0.51,0.75,0.72,0.66,17
0.09,0.75,0.72,0.65,14
0.07,0.75,0.72,0.66,14
0.08,0.75,0.72,0.66,14
0.33,0.75,0.72,0.66,14
0.74,0.75,0.72,0.65,17
0.6,0.75,0.72,0.66,17
0.66,0.75,0.72,0.66,17
0.73,0.75,0.72,0.66,17
0.11,0.75,0.72,0.66,14
0.37,0.75,0.72,0.66,14
0.6,0.75,0.72,0.65,17
0.52,0.75,0.72,0.66,17
0.53,0.75,0.72,0.66,17
0.61,0.75,0.72,0.65,17
0.46,0.75,0.72,0.66,14
0.64,0.75,0.72,0.66,17
0.24,0.75,0.72,0.66,14
0.36,0.75,0.72,0.66,14
0.69,0.75,0.72,0.66,17
0.6,0.73,0.71,0.66,19
0.41,0.75,0.72,0.66,14
0.75,0.75,0.72,0.66,17
0.62,0.75,0.72,0.66,17
0.39,0.75,0.72,0.66,14
0.27,0.75,0.72,0.66,14
0.74,0.75,0.72,0.66,17
0.42,0.75,0.72,0.66,14
0.7,0.75,0.72,0.66,17
0.63,0.75,0.72,0.66,17
0,0.75,0.72,0.66,14
0.68,0.75,0.72,0.66,17
0.49,0.75,0.72,0.66,14
0.06,0.75,0.72,0.66,14
0.38,0.75,0.72,0.66,14
0.02,0.75,0.72,0.66,14
0.24,0.74,0.72,0.66,14
0.76,0.75,0.72,0.66,17
0.54,0.75,0.72,0.65,17
0.72,0.75,0.72,0.65,17
0.62,0.75,0.72,0.65,17
0.67,0.75,0.72,0.66,17
0.22,0.75,0.72,0.66,14
0.65,0.75,0.73,0.66,17
0.03,0.75,0.72,0.66,14
0.12,0.75,0.73,0.65,14
0.61,0.75,0.72,0.66,17
0.55,0.75,0.73,0.65,17
0.26,0.75,0.72,0.66,14
0.55,0.75,0.72,0.66,17
0.16,0.75,0.72,0.66,14
0.71,0.75,0.72,0.66,17
0.4,0.75,0.72,0.66,14
0.28,0.75,0.72,0.66,14
0.59,0.75,0.72,0.66,17
0.13,0.75,0.72,0.66,14
0.21,0.75,0.72,0.66,14
0.78,0.75,0.72,0.66,17
0.65,0.75,0.72,0.66,17
0.32,0.75,0.72,0.66,14
0.56,0.75,0.72,0.66,17
0.66,0.75,0.72,0.65,17
0.34,0.75,0.72,0.66,14
0.31,0.75,0.72,0.66,14
0.15,0.75,0.72,0.65,14
0.77,0.75,0.72,0.66,17
0.4,0.75,0.72,0.65,14
0.01,0.75,0.72,0.65,14
0.67,0.75,0.72,0.65,17
0.57,0.75,0.72,0.66,17
0.18,0.75,0.72,0.66,14
0.17,0.75,0.72,0.66,14
0.24,0.75,0.71,0.66,14
0.01,0.75,0.72,0.66,14
0.09,0.75,0.72,0.66,14
0.72,0.75,0.72,0.66,17
0.51,0.75,0.72,0.65,17
0.43,0.75,0.72,0.66,14
0.5,0.75,0.72,0.66,14
0.05,0.75,0.72,0.65,14
0.04,0.75,0.72,0.66,14
0.31,0.75,0.72,0.65,14
0.25,0.75,0.72,0.66,14
0.54,0.75,0.72,0.66,17
0.58,0.75,0.72,0.65,17
0.2,0.75,0.72,0.66,14
0.76,0.75,0.72,0.65,17
0.29,0.75,0.72,0.66,14
0.5,0.75,0.72,0.66,17
0.41,0.75,0.72,0.65,14
0.35,0.75,0.72,0.66,14
0.47,0.75,0.71,0.65,14
0.2,0.75,0.71,0.66,14
0.77,0.75,0.72,0.65,17
0.68,0.75,0.71,0.66,17
0.78,0.75,0.71,0.66,17
0.14,0.75,0.71,0.65,14
0.69,0.75,0.71,0.66,17
0.07,0.75,0.71,0.66,14
0.02,0.75,0.71,0.66,14
0.66,0.75,0.71,0.65,17
0.66,0.75,0.71,0.66,17
0.26,0.75,0.71,0.66,14
0.29,0.75,0.71,0.66,14
0.44,0.75,0.72,0.65,14
0.75,0.75,0.71,0.66,17
0.13,0.75,0.71,0.66,14
0.36,0.75,0.71,0.66,14
0.16,0.75,0.71,0.66,14
0.15,0.75,0.71,0.65,14
0.4,0.75,0.71,0.66,14
0.21,0.75,0.71,0.66,14
0.61,0.75,0.71,0.66,17
0.45,0.75,0.71,0.66,14
0.54,0.75,0.71,0.66,17
0.34,0.75,0.71,0.66,14
0.58,0.75,0.71,0.66,17
0.53,0.76,0.71,0.66,17
0.76,0.75,0.71,0.66,17
0.55,0.75,0.71,0.66,17
0.64,0.75,0.71,0.66,17
0.48,0.75,0.71,0.66,14
0.52,0.75,0.71,0.66,17
0.3,0.75,0.71,0.66,14
0.53,0.75,0.71,0.66,17
0.05,0.75,0.71,0.66,14
0.56,0.75,0.71,0.66,17
0.35,0.75,0.71,0.66,14
0.15,0.74,0.71,0.66,14
0.28,0.75,0.71,0.66,14
0.69,0.75,0.71,0.65,17
0.25,0.75,0.71,0.66,14
0.67,0.75,0.71,0.66,17
0.41,0.75,0.71,0.65,14
0.1,0.75,0.71,0.66,14
0.44,0.75,0.71,0.65,14
0,0.75,0.71,0.66,14
0.12,0.75,0.71,0.66,14
0.71,0.75,0.71,0.66,17
0.68,0.75,0.71,0.65,17
0.34,0.76,0.71,0.66,14
0.41,0.75,0.71,0.66,14
0.14,0.75,0.71,0.66,14
0.04,0.75,0.71,0.66,14
0.72,0.75,0.71,0.66,17
0.63,0.76,0.71,0.66,17
0.77,0.75,0.71,0.66,17
0.65,0.75,0.71,0.66,17
0.25,0.76,0.71,0.66,14
0.59,0.75,0.71,0.66,17
0.15,0.75,0.71,0.66,14
0.57,0.75,0.71,0.66,17
0.19,0.75,0.71,0.66,14
0.39,0.75,0.71,0.66,14
0.46,0.75,0.71,0.66,14
0.11,0.75,0.71,0.66,14
0.37,0.75,0.71,0.66,14
0.6,0.75,0.71,0.66,17
0.5,0.75,0.71,0.66,14
0.63,0.75,0.71,0.66,17
0.74,0.75,0.71,0.66,17
0.62,0.75,0.71,0.65,17
0.44,0.75,0.71,0.66,14
0.19,0.75,0.71,0.65,14
0.07,0.75,0.71,0.65,14
0.42,0.75,0.71,0.66,14
0.38,0.75,0.71,0.66,14
0.5,0.75,0.71,0.66,17
0.06,0.75,0.71,0.66,14
0.71,0.75,0.71,0.65,17
0.7,0.75,0.71,0.66,17
0.61,0.75,0.71,0.65,17
0.17,0.75,0.71,0.66,14
0.62,0.75,0.71,0.66,17
0.25,0.75,0.71,0.65,14
0.27,0.75,0.71,0.66,14
0.57,0.75,0.71,0.65,17
0.73,0.75,0.71,0.66,17
0.43,0.75,0.71,0.66,14
0.01,0.75,0.71,0.66,14
0.66,0.74,0.71,0.66,17
0.06,0.76,0.71,0.66,14
0.32,0.75,0.71,0.66,14
0.65,0.74,0.71,0.66,17
0.35,0.74,0.71,0.66,14
0.32,0.74,0.71,0.66,14
0.18,0.75,0.71,0.65,14
0.28,0.75,0.72,0.65,14
0.22,0.75,0.71,0.65,14
0.56,0.75,0.71,0.65,17
0.63,0.75,0.71,0.65,17
0.2,0.75,0.71,0.65,14
0.09,0.75,0.71,0.65,14
0.35,0.75,0.72,0.65,14
0.14,0.74,0.71,0.66,14
0.07,0.74,0.71,0.66,14
0.71,0.75,0.72,0.65,17
0.1,0.75,0.72,0.65,14
0.55,0.75,0.71,0.65,17
0.38,0.74,0.71,0.66,14
0.58,0.75,0.71,0.65,17
0.48,0.75,0.71,0.65,14
0.76,0.74,0.71,0.66,17
0.23,0.74,0.71,0.66,14
0.71,0.74,0.71,0.65,17
0.54,0.74,0.71,0.65,17
0.22,0.75,0.71,0.66,14
0.71,0.74,0.71,0.66,17
0.36,0.74,0.71,0.66,14
0.24,0.74,0.71,0.66,14
0.21,0.75,0.72,0.65,14
0.4,0.74,0.71,0.66,14
0.18,0.75,0.71,0.66,14
0.06,0.74,0.71,0.66,14
0.26,0.74,0.71,0.66,14
0.08,0.74,0.71,0.66,14
0.58,0.74,0.71,0.66,17
0.67,0.74,0.71,0.66,17
0.24,0.75,0.71,0.65,14
0.72,0.74,0.71,0.65,17
0.5,0.74,0.71,0.65,17
0.75,0.74,0.71,0.66,17
0.6,0.74,0.71,0.66,17
0.46,0.74,0.71,0.65,14
0.73,0.74,0.71,0.66,17
0.16,0.75,0.71,0.65,14
0.09,0.75,0.71,0.66,14
0.62,0.74,0.71,0.66,17
0.42,0.74,0.71,0.65,14
0.51,0.74,0.71,0.66,17
0.7,0.74,0.71,0.66,17
0.28,0.75,0.7,0.66,14
0.74,0.75,0.7,0.66,17
0.48,0.74,0.71,0.66,14
0.08,0.75,0.71,0.66,14
0.03,0.75,0.71,0.66,14
0.47,0.75,0.71,0.66,14
0.12,0.75,0.71,0.65,14
0.42,0.74,0.71,0.66,14
0.55,0.74,0.71,0.65,17
0.04,0.74,0.71,0.66,14
0.33,0.74,0.71,0.65,14
0.54,0.74,0.71,0.66,17
0.62,0.74,0.71,0.65,17
0.31,0.74,0.71,0.65,14
0.6,0.75,0.71,0.65,17
0.52,0.75,0.71,0.65,17
0.02,0.74,0.71,0.65,14
0.12,0.75,0.72,0.66,14
0.43,0.74,0.71,0.65,14
0.14,0.75,0.72,0.66,14
0.69,0.75,0.72,0.65,17
0.47,0.74,0.72,0.66,14
0.79,0.75,0.72,0.65,17
0.47,0.74,0.72,0.65,14
0,0.74,0.72,0.65,14
0.56,0.75,0.72,0.65,17
0.03,0.74,0.72,0.66,14
0.05,0.74,0.72,0.66,14
0.65,0.74,0.72,0.66,17
0.28,0.75,0.73,0.65,14
0.38,0.74,0.72,0.66,14
0.38,0.74,0.73,0.65,14
0.49,0.75,0.73,0.65,14
0.72,0.74,0.72,0.66,17
0.39,0.74,0.73,0.66,14
0.78,0.75,0.73,0.65,17
0.43,0.74,0.72,0.65,14
0.49,0.75,0.72,0.65,14
0.51,0.74,0.72,0.66,17
0.71,0.74,0.72,0.66,17
0.12,0.76,0.73,0.66,14
0.59,0.74,0.72,0.66,17
0.57,0.74,0.72,0.66,17
0.27,0.74,0.73,0.65,14
0.69,0.74,0.72,0.65,17
0.02,0.74,0.73,0.66,14
0.16,0.74,0.73,0.65,14
0.37,0.75,0.73,0.65,14
0.28,0.74,0.73,0.65,14
0.53,0.74,0.72,0.65,17
0.45,0.74,0.73,0.65,14
0.01,0.74,0.73,0.65,14
0.43,0.74,0.73,0.65,14
0.1,0.74,0.72,0.65,14
0.69,0.74,0.73,0.65,17
0.19,0.74,0.72,0.65,14
0.58,0.73,0.72,0.65,17
0.59,0.74,0.73,0.65,17
0.25,0.74,0.73,0.65,14
0.37,0.74,0.73,0.65,14
0.59,0.74,0.72,0.65,17
0,0.74,0.73,0.65,14
0.12,0.74,0.73,0.65,14
0.5,0.74,0.73,0.65,17
0.54,0.74,0.73,0.65,17
0.32,0.74,0.73,0.65,14
0.67,0.74,0.73,0.65,17
0.66,0.74,0.73,0.65,17
0.12,0.74,0.72,0.65,14
0.05,0.74,0.72,0.65,14
0.54,0.73,0.71,0.65,19
0.6,0.74,0.72,0.65,17
0.57,0.74,0.73,0.65,17
0.67,0.74,0.72,0.65,17
0.58,0.74,0.72,0.65,17
0.39,0.74,0.73,0.65,14
0.42,0.74,0.73,0.65,14
0.35,0.74,0.72,0.65,14
0.2,0.74,0.73,0.65,14
0.62,0.74,0.72,0.66,17
0.65,0.73,0.71,0.65,19
0.07,0.74,0.72,0.65,14
0.63,0.74,0.72,0.65,17
0.64,0.73,0.71,0.65,19
0.04,0.74,0.72,0.65,14
0.14,0.74,0.72,0.65,14
0.5,0.74,0.72,0.65,17
0.44,0.74,0.72,0.66,14
0.19,0.74,0.72,0.66,14
0.11,0.74,0.72,0.65,14
0.78,0.74,0.72,0.65,17
0.52,0.74,0.72,0.65,17
0.22,0.74,0.72,0.65,14
0.42,0.73,0.71,0.65,8
0.57,0.74,0.72,0.65,17
0.29,0.74,0.72,0.65,14
0.61,0.74,0.72,0.65,17
0.54,0.74,0.72,0.66,17
0.17,0.74,0.71,0.65,14
0.7,0.74,0.72,0.65,17
0.17,0.74,0.72,0.65,14
0.08,0.74,0.72,0.65,14
0.2,0.73,0.71,0.65,8
0.62,0.74,0.72,0.65,17
0.22,0.73,0.71,0.65,8
0.79,0.74,0.72,0.65,17
0.55,0.73,0.71,0.65,19
0.56,0.74,0.72,0.66,17
0.72,0.73,0.71,0.65,19
0.01,0.74,0.72,0.65,14
0.61,0.73,0.71,0.65,19
0.23,0.73,0.71,0.65,8
0.25,0.73,0.71,0.65,8
0.17,0.73,0.71,0.65,8
0.56,0.74,0.72,0.65,17
0.13,0.73,0.71,0.65,8
0.6,0.73,0.71,0.65,19
0.09,0.73,0.71,0.66,8
0.12,0.73,0.71,0.65,8
0.29,0.74,0.71,0.66,14
0.55,0.73,0.7,0.65,19
0.79,0.73,0.71,0.65,19
0.57,0.73,0.71,0.65,19
0.5,0.74,0.72,0.65,14
0.5,0.73,0.71,0.65,8
0.72,0.74,0.72,0.65,17
0.27,0.74,0.72,0.65,14
0.67,0.73,0.71,0.65,19
0.26,0.73,0.71,0.65,8
0.63,0.74,0.72,0.66,17
0.33,0.73,0.71,0.65,8
0.05,0.73,0.71,0.65,8
0.18,0.73,0.71,0.65,8
0.04,0.73,0.71,0.65,8
0.4,0.74,0.72,0.65,14
0.4,0.73,0.71,0.65,8
0.74,0.73,0.71,0.65,19
0.31,0.73,0.71,0.65,8
0.31,0.73,0.7,0.65,8
0.64,0.73,0.7,0.66,19
0.32,0.73,0.7,0.65,8
0.52,0.73,0.7,0.65,19
0.58,0.73,0.7,0.66,19
0.6,0.73,0.7,0.65,19
0.64,0.73,0.7,0.65,19
0.68,0.73,0.71,0.65,19
0.59,0.73,0.7,0.65,19
0.68,0.73,0.7,0.65,19
0.38,0.73,0.7,0.65,8
0.4,0.73,0.7,0.66,8
0.45,0.73,0.69,0.65,8
0.22,0.73,0.69,0.65,8
0.76,0.73,0.7,0.65,19
0.08,0.73,0.7,0.65,8
0.12,0.73,0.7,0.66,8
0.77,0.73,0.7,0.65,19
0.23,0.73,0.7,0.65,8
0.57,0.72,0.7,0.65,19
0.58,0.72,0.7,0.65,19
0.63,0.72,0.7,0.65,19
0.16,0.73,0.7,0.65,8
0.66,0.73,0.7,0.65,19
0.57,0.72,0.69,0.65,19
0.08,0.73,0.69,0.65,8
0.35,0.72,0.69,0.65,8
0.65,0.72,0.69,0.65,19
0.62,0.72,0.69,0.65,19
0,0.72,0.69,0.65,8
0.79,0.73,0.69,0.65,19
0.38,0.73,0.69,0.65,8
0.21,0.72,0.69,0.65,8
0.41,0.72,0.69,0.66,8
0.04,0.72,0.69,0.65,8
0.23,0.72,0.7,0.65,8
0.44,0.72,0.7,0.65,8
0.55,0.72,0.7,0.65,19
0.46,0.72,0.69,0.65,8
0.51,0.73,0.7,0.65,19
0.06,0.72,0.7,0.65,8
0.54,0.72,0.69,0.65,19
0.49,0.72,0.69,0.65,8
0.51,0.72,0.69,0.65,19
0.07,0.72,0.69,0.65,8
0.41,0.72,0.7,0.65,8
0.71,0.72,0.7,0.65,19
0.46,0.71,0.7,0.65,8
0.43,0.73,0.7,0.66,8
0.48,0.72,0.7,0.65,8
0.51,0.72,0.7,0.65,19
0,0.72,0.7,0.65,8
0.69,0.72,0.7,0.66,19
0.48,0.72,0.7,0.66,8
0.42,0.72,0.7,0.66,8
0.5,0.72,0.7,0.66,19
0.64,0.72,0.7,0.65,19
0.54,0.72,0.7,0.66,19
0.43,0.72,0.7,0.66,8
0.43,0.72,0.7,0.65,8
0.28,0.72,0.7,0.65,8
0.68,0.72,0.7,0.65,19
0.6,0.72,0.7,0.65,19
0.01,0.73,0.7,0.65,8
0.11,0.72,0.7,0.65,8
0.09,0.72,0.7,0.66,8
0.03,0.72,0.7,0.65,8
0.08,0.72,0.7,0.65,8
0.32,0.72,0.7,0.65,8
0.26,0.72,0.7,0.65,8
0.07,0.72,0.7,0.65,8
0.3,0.72,0.7,0.65,8
0.67,0.72,0.7,0.66,19
0.79,0.72,0.7,0.65,19
0.49,0.72,0.7,0.65,8
0.12,0.72,0.7,0.65,8
0.34,0.72,0.7,0.65,8
0.7,0.72,0.7,0.65,19
0.52,0.72,0.69,0.65,19
0.5,0.72,0.7,0.65,19
0.74,0.72,0.7,0.66,19
0.59,0.72,0.7,0.65,19
0.31,0.72,0.7,0.65,8
0.1,0.72,0.7,0.65,8
0.66,0.72,0.7,0.65,19
0.13,0.72,0.7,0.65,8
0.53,0.72,0.7,0.65,19
0.78,0.72,0.7,0.65,19
0.75,0.72,0.7,0.66,19
0.2,0.72,0.7,0.65,8
0.3,0.72,0.7,0.66,8
0.34,0.72,0.7,0.66,8
0.59,0.72,0.7,0.66,19
0.78,0.72,0.7,0.66,19
0.09,0.72,0.7,0.65,8
0.14,0.72,0.7,0.65,8
0.13,0.72,0.7,0.66,8
0.61,0.72,0.7,0.65,19
0.69,0.72,0.7,0.65,19
0.19,0.72,0.7,0.65,8
0.74,0.72,0.7,0.65,19
0.24,0.72,0.7,0.65,8
0.5,0.72,0.7,0.65,8
0.18,0.72,0.7,0.65,8
0.46,0.72,0.7,0.65,8
0.53,0.72,0.7,0.66,19
0.75,0.72,0.7,0.65,19
0.33,0.72,0.7,0.65,8
0.12,0.72,0.7,0.66,8
0.4,0.72,0.7,0.65,8
0.69,0.72,0.69,0.65,19
0.62,0.72,0.7,0.65,19
0.04,0.72,0.69,0.66,8
0.45,0.72,0.69,0.65,8
0.26,0.72,0.69,0.65,8
0.39,0.72,0.7,0.65,8
0.56,0.72,0.7,0.65,19
0.17,0.72,0.7,0.65,8
0.37,0.72,0.7,0.65,8
0.25,0.72,0.7,0.65,8
0.71,0.72,0.7,0.66,19
0.61,0.72,0.7,0.66,19
0.62,0.72,0.7,0.66,19
0.29,0.72,0.7,0.65,8
0.36,0.72,0.7,0.65,8
0.39,0.72,0.7,0.66,8
0.77,0.72,0.7,0.66,19
0.73,0.72,0.7,0.65,19
0,0.72,0.7,0.66,8
0.22,0.72,0.7,0.65,8
0.72,0.72,0.7,0.65,19
0.01,0.72,0.7,0.65,8
0.02,0.72,0.7,0.65,8
0.27,0.72,0.7,0.65,8
0.45,0.72,0.7,0.65,8
0.22,0.72,0.7,0.66,8
0.05,0.72,0.7,0.65,8
0.71,0.72,0.71,0.65,19
0.42,0.72,0.7,0.65,8
0.21,0.72,0.7,0.65,8
0.54,0.72,0.7,0.65,19
0.52,0.72,0.7,0.65,19
0.75,0.72,0.69,0.65,19
0.65,0.72,0.7,0.65,19
0.27,0.72,0.7,0.66,8
0.04,0.72,0.71,0.65,8
0.57,0.72,0.7,0.66,19
0.38,0.72,0.7,0.66,8
0.7,0.72,0.7,0.66,19
0.76,0.72,0.7,0.65,19
0.33,0.72,0.7,0.66,8
0.58,0.72,0.7,0.66,19
0.65,0.72,0.7,0.66,19
0.78,0.72,0.71,0.65,19
0.54,0.72,0.71,0.65,19
0.45,0.72,0.71,0.66,8
0.32,0.72,0.7,0.66,8
0.52,0.72,0.71,0.66,19
0.24,0.73,0.71,0.65,8
0.1,0.72,0.7,0.67,8
0.48,0.72,0.71,0.65,8
0.15,0.72,0.71,0.65,8
0.23,0.72,0.71,0.65,8
0.22,0.72,0.71,0.65,8
0.71,0.73,0.71,0.65,19
0.11,0.72,0.71,0.66,8
0.61,0.72,0.71,0.65,19
0.59,0.7,0.71,0.65,19
0.19,0.72,0.71,0.65,8
0.52,0.71,0.7,0.65,19
0.52,0.72,0.71,0.65,19
0.59,0.72,0.71,0.65,19
0.42,0.72,0.71,0.65,8
0.29,0.72,0.71,0.65,8
0.66,0.72,0.71,0.65,19
0.67,0.72,0.71,0.65,19
0.55,0.72,0.71,0.65,19
0.4,0.72,0.71,0.65,8
0.64,0.72,0.71,0.65,19
0.29,0.7,0.71,0.65,8
0.6,0.72,0.71,0.65,19
0.2,0.72,0.71,0.65,8
0.52,0.71,0.71,0.65,19
0.62,0.72,0.71,0.65,19
